Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4
41197,853.7,250.9006734,210.0639459,1.194401411,0.546836425,42508,229.0276174,0.737504475,0.969158747,0.710337746,0.912821852,0.006090266,0.002608315,0.833243734,0.995227492
41202,738.357,255.7536899,205.5451754,1.244269974,0.595056182,41593,229.0415153,0.759036145,0.99059938,0.949719529,0.895555076,0.006207313,0.002462933,0.802018894,0.997928029
41221,740.389,250.3152918,210.0477636,1.191706531,0.543926648,41665,229.0943196,0.773667417,0.989343574,0.944949222,0.915223029,0.006072519,0.002628188,0.837633193,0.998212947
41222,748.827,254.8110891,206.3904692,1.23460686,0.58646518,41791,229.0970984,0.722116143,0.986384628,0.923795692,0.899086061,0.006181434,0.002491576,0.808355745,0.998001549
41226,738.928,265.7868358,197.634999,1.344836882,0.66864186,41595,229.1082135,0.742115495,0.991128741,0.948804675,0.861999853,0.006447068,0.002195689,0.743043747,0.999272636
41226,769.813,264.3466113,198.9424665,1.328759093,0.658498696,41931,229.1082135,0.76384051,0.983186664,0.874199555,0.866696238,0.006412133,0.002231773,0.751162368,0.998113827
41229,744.176,270.6902769,194.4244689,1.392264453,0.695780633,41609,229.1165494,0.796788033,0.99086736,0.935537813,0.846415881,0.006565531,0.002078667,0.716419844,0.997445883
41243,740.629,255.2217231,205.9420497,1.23928903,0.590668575,41604,229.1554462,0.779022326,0.99132295,0.944840902,0.89786811,0.006188243,0.002480832,0.806167143,0.999074097
41251,743.017,250.6483104,209.9098243,1.194076129,0.546487069,41836,229.1776701,0.793715847,0.986016828,0.938959465,0.914339577,0.006076175,0.002619631,0.836016862,0.998267778
41256,736.602,260.1405927,202.4149228,1.285184853,0.628142672,41620,229.1915589,0.784677711,0.991254205,0.955501108,0.881029587,0.006305521,0.002343488,0.776213133,0.99757736
41262,737.909,267.5225426,196.8106349,1.359289058,0.677330686,41576,229.2082243,0.757100917,0.992447566,0.952257768,0.856780973,0.006483509,0.002155108,0.734073635,0.997818261
41265,732.882,255.7183241,205.6748568,1.24331349,0.594220229,41606,229.2165566,0.774958684,0.991804067,0.965436253,0.89636344,0.006196979,0.002467722,0.803467416,0.998961878
41267,739.795,243.4433928,216.1715351,1.126158413,0.459892611,41734,229.2221113,0.774065876,0.988810083,0.947523475,0.941582799,0.005899227,0.002860282,0.886578168,0.998427462
41271,742.954,263.0712142,200.3548945,1.313026142,0.648048041,41698,229.2332202,0.753739385,0.989759701,0.939574033,0.871373255,0.006374239,0.002266862,0.75929135,0.996969392
41274,734.41,258.0502468,203.8045989,1.266164984,0.613381854,41601,229.2415516,0.791933689,0.992139612,0.961632783,0.888360133,0.006252126,0.002401949,0.789183726,0.9992368
41276,743.692,266.9985935,197.2979578,1.353276012,0.673762949,41632,229.2471056,0.733795556,0.991448885,0.937823796,0.858607915,0.006468616,0.002168556,0.737207551,0.997645296
41283,737.859,265.0457183,198.5290071,1.335047821,0.662528349,41610,229.2665438,0.767113869,0.992141312,0.95287154,0.865007537,0.006420215,0.00221722,0.748238038,0.998933563
41285,743.117,261.234297,201.4387469,1.296842345,0.636709511,41729,229.2720973,0.773040482,0.989359918,0.939480477,0.877649298,0.006327584,0.002315804,0.77026829,0.998916536
41288,748.997,263.423134,199.9741738,1.317285772,0.650931211,41682,229.2804273,0.792871683,0.990547479,0.924854797,0.870388351,0.006380138,0.002258718,0.757575882,0.99794393
41301,754.588,278.0400871,189.3976816,1.468022654,0.732108166,41711,229.3165202,0.784593465,0.990170459,0.911487343,0.82476064,0.006732042,0.001921491,0.680230113,0.998593216
41301,742.837,257.2850816,205.1865217,1.253908295,0.60331037,41673,229.3165202,0.780117865,0.991073357,0.940553224,0.891293497,0.006229512,0.002425028,0.794404098,0.996109889
41322,738.828,262.9878483,200.3109105,1.312898272,0.647960858,41624,229.3748122,0.742773943,0.99274457,0.951271544,0.872187873,0.006364354,0.002271822,0.760711687,0.998737059
41323,795.35,261.9883659,201.0000217,1.303424565,0.641396321,42072,229.3775876,0.739363035,0.982197186,0.820890324,0.875525854,0.006340013,0.002297978,0.76654552,0.999134261
41323,763.498,264.0834418,199.994315,1.320454743,0.653049923,41984,229.3775876,0.755392659,0.984255907,0.890811674,0.868579969,0.006390713,0.002243718,0.754431162,0.996192206
41323,736.957,252.4834412,208.7696287,1.209387797,0.56240099,41692,229.3775876,0.789149034,0.991149381,0.956131025,0.908485667,0.006109998,0.002567398,0.825346208,0.998163632
41324,733.765,261.7714293,201.2394016,1.300796103,0.639537393,41613,229.380363,0.790511717,0.993055055,0.964491117,0.876262026,0.00633461,0.002303751,0.767835139,0.998796956
41326,742.671,273.5735168,192.8118431,1.41886262,0.709416126,41701,229.3859137,0.777886534,0.99100741,0.941543314,0.838479969,0.006619889,0.002018372,0.703048658,0.99752946
41330,743.053,270.3900622,194.862182,1.3875964,0.693277588,41643,229.3970148,0.736654487,0.992483731,0.940666517,0.848392921,0.006542223,0.002090707,0.719770549,0.998751022
41332,740.092,266.3276466,197.9216687,1.345621469,0.6691237,41673,229.4025651,0.75007259,0.991817244,0.948254397,0.861354681,0.006443619,0.002187951,0.741931886,0.998359475
41333,731.681,246.8862388,213.660101,1.155509323,0.50104844,41715,229.4053402,0.791137908,0.990842623,0.970204393,0.92919452,0.005973102,0.002746669,0.863402456,0.997669588
41334,734.848,261.4167748,201.6866298,1.296153221,0.636212678,41654,229.4081152,0.783137552,0.992317665,0.961883037,0.877556979,0.006324497,0.0023137,0.770106252,0.998175699
41341,739.16,255.2935888,206.6708187,1.235266742,0.587062309,41732,229.4275398,0.744185628,0.990630691,0.950854198,0.898681165,0.006175312,0.002484627,0.807627836,0.997635806
41346,741.288,236.4226349,222.8750234,1.060785687,0.333648694,41779,229.4414135,0.782120157,0.989635942,0.945517181,0.970471434,0.00571815,0.003128717,0.941814803,0.999063664
41349,864.737,261.9835448,201.6718954,1.299058276,0.638299154,42172,229.4497373,0.730805938,0.980484682,0.694875167,0.875817363,0.00633591,0.002299551,0.767056053,0.996450514
41354,745.823,268.0788839,196.5858016,1.363673682,0.679890914,41832,229.4636096,0.772914175,0.988573341,0.934234375,0.855955554,0.006482538,0.002146494,0.732659911,0.999109038
41355,730.92,255.6066411,206.3398397,1.238765337,0.590202278,41621,229.466384,0.7924691,0.993608995,0.972743188,0.897732481,0.006180792,0.002476348,0.805923607,0.998350228
41355,734.84,259.107602,203.5004612,1.273253144,0.619001536,41643,229.466384,0.79350308,0.993084072,0.962392682,0.885602669,0.006265448,0.00237732,0.784292088,0.998602367
41360,755.398,257.5484988,204.9093282,1.256890065,0.6058032,41893,229.4802553,0.774386819,0.987277111,0.910832949,0.891017639,0.006226995,0.002421048,0.793912433,0.997860649
41365,737.76,246.9702291,213.446491,1.157059214,0.503045372,41732,229.4941258,0.764701533,0.991205789,0.955020476,0.929238016,0.005970512,0.002745992,0.863483291,0.999101298
41376,733.668,260.7469508,202.3572387,1.288547682,0.630649831,41678,229.5246379,0.762494471,0.992753971,0.965960156,0.880258186,0.006301889,0.002333946,0.774854474,0.998436936
41378,740.424,262.1846386,201.3165446,1.302350182,0.640638496,41663,229.5301851,0.733028628,0.993159398,0.948458612,0.875452453,0.006336329,0.002295873,0.766416998,0.998143318
41386,736.395,250.5685931,210.7087179,1.189170508,0.541155877,41768,229.5523727,0.772674657,0.990854242,0.959050896,0.916125879,0.006054429,0.002630713,0.839286627,0.998054904
41388,750.344,263.7520224,200.0064218,1.318717769,0.651891361,41822,229.5579192,0.78804265,0.989622687,0.923769196,0.870355105,0.006372669,0.00225573,0.757518009,0.998952459
41389,738.976,257.1531925,205.2238431,1.253037604,0.602577136,41854,229.5606924,0.769240777,0.988889951,0.952432332,0.892700146,0.006213081,0.002433936,0.79691355,0.998562645
41390,736.073,239.6588879,220.0216048,1.089251613,0.396437928,41819,229.5634656,0.769903274,0.989741505,0.95998294,0.95787587,0.005790261,0.003006871,0.917526182,0.999416873
41393,737.397,258.0760051,204.6518427,1.261049017,0.609233887,41782,229.571785,0.76268126,0.990689771,0.956608058,0.889551064,0.006234774,0.002408153,0.791301096,0.99786947
41398,741.713,258.9333822,203.8552779,1.270182381,0.616584783,41802,229.58565,0.772927558,0.990335391,0.945621727,0.88665914,0.006254732,0.002384598,0.78616443,0.998572208
41423,738.127,267.2506913,197.7869605,1.351204805,0.672518559,41677,229.6549622,0.754407372,0.993905511,0.955408783,0.859324109,0.006451746,0.002170126,0.738437924,0.997780871
41433,749.935,261.1735592,202.5314316,1.289545811,0.63138831,42055,229.6826812,0.747834091,0.985209844,0.925782566,0.879425474,0.006303516,0.002325727,0.773389165,0.997320758
41435,738.189,260.3770597,202.7837232,1.284013606,0.627262451,41767,229.6882246,0.7905029,0.992051141,0.955525031,0.882136948,0.006283988,0.002347249,0.778165594,0.999175211
41439,740.182,254.6563438,207.7631138,1.225705271,0.578253972,41835,229.699311,0.770814732,0.990534242,0.950478049,0.901997208,0.00614533,0.002509261,0.813598963,0.997232538
41447,731.549,243.1560192,217.1616782,1.119700406,0.449866048,41752,229.7214823,0.794460418,0.992694961,0.973231424,0.944749314,0.005866674,0.002882956,0.892551266,0.999390015
41454,740.397,264.3767519,199.850382,1.322873388,0.654652174,41778,229.7408803,0.78842862,0.992244722,0.950269973,0.868990479,0.006377593,0.002243348,0.755144453,0.9989605
41456,731.423,256.0489743,206.5001164,1.239945908,0.591252105,41733,229.7464223,0.80522104,0.993362567,0.973778169,0.897275308,0.006176403,0.002469553,0.805102979,0.998284144
41461,737.975,259.440843,203.8665176,1.272601534,0.618490955,41857,229.7602767,0.771467912,0.990539217,0.956679212,0.885597942,0.006257467,0.002374241,0.784283716,0.99808066
41466,733.677,259.6745351,203.5889547,1.275484397,0.620740789,41747,229.7741303,0.754805592,0.993268977,0.968037537,0.884854305,0.006262348,0.002368122,0.782967141,0.998662372
41493,737.428,251.1591551,210.7495966,1.191742045,0.543965223,41887,229.8489252,0.784070295,0.99059374,0.958838476,0.915152486,0.006053049,0.002618954,0.837504073,0.998088817
41496,734.055,251.309916,210.3701975,1.194607977,0.547058015,41823,229.8572343,0.7904,0.992181336,0.967740455,0.914636549,0.006056244,0.002614432,0.836560017,0.999361269
41505,735.254,255.0715218,207.3937438,1.229890146,0.582150923,41835,229.8821596,0.768411893,0.992111868,0.964795992,0.901245886,0.006145561,0.002501005,0.812244147,0.998971072
41506,732.16,253.9617627,208.2460293,1.219527515,0.572378278,41795,229.8849289,0.804021463,0.993085297,0.972990834,0.905195044,0.006118676,0.002533996,0.819378067,0.999254099
41528,732.598,254.6742271,207.8648703,1.225191282,0.577770766,41852,229.9458454,0.801822675,0.992258434,0.972342844,0.902901907,0.006132591,0.00251412,0.815231854,0.998814961
41536,734.376,255.6058122,207.072066,1.234380943,0.586260386,41861,229.9679928,0.793110691,0.99223621,0.967826667,0.899697823,0.006153838,0.00248721,0.809456173,0.999177275
41536,742.954,260.9058139,202.9266649,1.285714787,0.628539737,41893,229.9679928,0.739482633,0.99147829,0.945607013,0.881421496,0.006281438,0.002338694,0.776903854,0.998876774
41546,734.502,251.730801,210.2820435,1.197110304,0.549726187,41893,229.9956741,0.77871495,0.991716993,0.967727573,0.913657261,0.006059086,0.002604475,0.83476959,0.999311278
41567,740.413,241.9091235,219.223754,1.103480435,0.422798779,42016,230.053794,0.801832562,0.989313595,0.952819145,0.950992632,0.00581974,0.002936243,0.904386986,0.997973345
41569,736.546,260.059263,203.6923642,1.276725635,0.621702289,41847,230.0593285,0.763967507,0.993356752,0.962896683,0.884641931,0.006256087,0.002363484,0.782591346,0.999154432
41574,749.958,269.3261119,196.742213,1.368928955,0.682914729,42006,230.0731641,0.752470588,0.989715755,0.928876106,0.854254949,0.006478234,0.002128073,0.729751518,0.998977983
41586,745.494,262.3119312,202.0466643,1.298274,0.637737921,42002,230.1063661,0.743762631,0.99009571,0.94030492,0.87722417,0.006307698,0.002304056,0.769522244,0.999050722
41595,747.919,269.662475,197.1131167,1.368059516,0.682417791,42004,230.1312644,0.713709677,0.990262832,0.93441943,0.853404851,0.00648305,0.00212119,0.72829984,0.996357527
41607,756.279,288.94124,183.6813274,1.573057229,0.771932272,41983,230.164458,0.708204255,0.991043994,0.914138888,0.796578772,0.006944534,0.001724796,0.63453774,0.998164178
41616,748.956,256.6675385,206.9151929,1.240448006,0.591697126,42085,230.1893501,0.774784503,0.988855887,0.932304092,0.896838577,0.006167521,0.002461203,0.804319434,0.997716438
41619,741.44,261.1093812,203.272934,1.284526061,0.627648022,41975,230.1976468,0.796383467,0.991518761,0.951370062,0.88161385,0.006273802,0.002337891,0.777242981,0.998388864
41619,813.48,274.6116964,193.6340124,1.41819969,0.709088673,42244,230.1976468,0.7599423,0.985205,0.790328685,0.838265995,0.006598229,0.002009715,0.702689878,0.996554567
41620,734.652,253.4527584,209.4598053,1.210030526,0.563046185,41952,230.2004124,0.75167058,0.992086194,0.969055408,0.908257672,0.006089687,0.002556295,0.824931999,0.998192901
41626,740.681,265.1217788,200.0727973,1.325126566,0.656133432,41933,230.2170048,0.763093732,0.992678797,0.953481202,0.868344373,0.006369139,0.002233719,0.75402195,0.999174517
41629,742.831,262.2108879,202.5202822,1.294738903,0.635189299,42053,230.2253005,0.761153368,0.989917485,0.948038127,0.878015792,0.006298755,0.002309106,0.770911732,0.99812941
41636,742.836,252.8393525,210.0061707,1.203961539,0.556882451,42000,230.2446561,0.77626967,0.991333333,0.948184777,0.910636156,0.006072614,0.002575936,0.829258209,0.99839499
41638,738.396,256.2777597,207.2002163,1.236860483,0.588498066,41948,230.250186,0.796518412,0.992609898,0.95966809,0.898439983,0.006154901,0.002473757,0.807194403,0.998386859
41641,742.564,254.8294755,208.7940341,1.220482552,0.573296408,42028,230.2584806,0.794220866,0.990791853,0.948993491,0.903578678,0.006119677,0.002516357,0.816454427,0.996468383
41645,742.133,258.2243287,205.7682959,1.254927673,0.604165751,41965,230.2695395,0.788955196,0.992374598,0.950187348,0.891742233,0.006200608,0.002418641,0.79520421,0.997923769
41646,741.375,260.3495021,203.8564493,1.277121735,0.622008218,42046,230.2723042,0.755482993,0.99048661,0.952154194,0.884473765,0.006251489,0.002359951,0.78229384,0.999084466
41673,740.349,251.3109893,211.5472593,1.187966179,0.539828839,42010,230.3469374,0.755712317,0.9919781,0.95541409,0.916581237,0.006030547,0.00262555,0.840121163,0.998035528
41723,741.176,261.3537983,203.7974531,1.282419355,0.626058455,42061,230.4850831,0.774483962,0.991964052,0.954426954,0.881889166,0.006264022,0.002337163,0.7777285,0.997374082
41728,778.322,281.822113,188.6754226,1.493687461,0.742826389,42280,230.4988931,0.783050911,0.986944182,0.865603136,0.817887889,0.006753789,0.001864242,0.668940599,0.999188185
41735,735.759,257.9670166,206.2186993,1.250939015,0.600799858,42050,230.5182257,0.773988354,0.992508918,0.968811121,0.893595735,0.006181071,0.002431128,0.798513337,0.998891488
41761,759.259,250.0773331,212.9715204,1.174228989,0.524155385,42283,230.5900185,0.784082161,0.987654613,0.910334195,0.922074846,0.005988298,0.002670225,0.850222022,0.998355346
41768,734.841,248.2119894,214.3446965,1.158003876,0.504254715,42091,230.6093435,0.782875993,0.99232615,0.972001164,0.929082209,0.005942635,0.002731338,0.863193752,0.99958171
41780,744.211,257.1975541,207.0124766,1.242425376,0.593441243,42194,230.6424683,0.763077148,0.990188178,0.947951526,0.896752184,0.006155997,0.002455658,0.804164479,0.999114355
41781,737.016,257.8640068,206.6063767,1.248093166,0.598366881,42107,230.6452285,0.772391992,0.992257819,0.966573451,0.894445221,0.006171801,0.002436726,0.800032253,0.998514787
41786,741.814,253.9086134,210.1799175,1.208053635,0.561056046,42121,230.6590289,0.734608488,0.992046723,0.95422461,0.908433258,0.006076404,0.002552692,0.825250984,0.996947452
41798,744.664,259.0496348,206.0168242,1.257419804,0.606243154,42168,230.6921466,0.778883423,0.991225574,0.947206453,0.890532607,0.006197656,0.002404399,0.793048324,0.997194668
41827,739.449,254.7888488,209.2691484,1.217517492,0.570434011,42226,230.7721613,0.743591111,0.990550845,0.961280491,0.905738859,0.006091492,0.002528806,0.820362881,0.998806158
41836,757.765,272.0990391,196.168085,1.387070884,0.692993649,42304,230.7969878,0.773966774,0.988937216,0.915568694,0.848209492,0.006503945,0.002076678,0.719459343,0.997941107
41863,754.738,264.7545345,202.1420334,1.309745084,0.645799136,42324,230.8714514,0.784112832,0.989107835,0.923523133,0.872020764,0.006324309,0.002255798,0.760420212,0.995956635
41864,739.821,253.7366005,210.5953614,1.204853701,0.557798677,42166,230.8742088,0.774542091,0.992837831,0.961163514,0.909897147,0.006060974,0.002562662,0.827912818,0.997513822
41869,741.243,256.394601,208.1834683,1.231580024,0.583705982,42231,230.8879956,0.769198266,0.991428098,0.957593616,0.900518165,0.006123734,0.002484082,0.810932965,0.998728841
41869,754.125,267.6579501,199.4233859,1.34215929,0.666988461,42316,230.8879956,0.78113806,0.98943662,0.925157717,0.862623342,0.006392748,0.002183495,0.744119031,0.99872627
41874,757.202,250.8892141,212.7029533,1.179528588,0.530321972,42388,230.9017815,0.749409407,0.987873927,0.917763556,0.920333631,0.005991527,0.002651542,0.847013993,0.999077219
41884,748.149,267.7978082,199.3749602,1.343186767,0.667624576,42242,230.9293509,0.742703124,0.991525022,0.940333299,0.862327263,0.006393797,0.002180857,0.743608308,0.998804839
41898,732.244,236.6730021,225.5789995,1.049180121,0.302576233,42223,230.9679425,0.795662577,0.992302773,0.981954835,0.97589476,0.00564879,0.003160437,0.952370582,0.999208283
41913,745.189,270.2813755,198.0766304,1.364529349,0.680386555,42269,231.0092834,0.736297519,0.991577752,0.948474677,0.85469923,0.006448629,0.002122758,0.730510773,0.99680339
41915,743.837,247.739465,215.6885957,1.148597886,0.491944234,42296,231.014795,0.785189764,0.990992056,0.951971134,0.932490893,0.00591052,0.002756664,0.869539266,0.998750963
41918,750.442,280.0744683,190.7890144,1.467980058,0.732089774,42224,231.0230621,0.714714408,0.992752937,0.935354312,0.824862986,0.006681485,0.001908007,0.680398945,0.998812082
41923,731.342,250.714385,213.0186626,1.176959718,0.527352253,42167,231.03684,0.787286385,0.994213484,0.984965881,0.921514096,0.005980354,0.002660202,0.84918823,0.99946034
41924,741.282,266.576047,200.3749202,1.330386291,0.659549213,42225,231.0395955,0.798005177,0.992871522,0.958750641,0.866693006,0.006358555,0.002213091,0.751156766,0.999328665
41929,742.531,263.701083,202.8752946,1.299818608,0.638841813,42257,231.0533723,0.800171756,0.992237972,0.955641913,0.876194249,0.006289229,0.00228654,0.767716361,0.997892012
41930,752.911,273.0777325,195.7285355,1.395186102,0.697329955,42323,231.0561276,0.757542909,0.990714269,0.929495822,0.846118523,0.006512705,0.002059046,0.715916554,0.998836827
41931,747.385,261.5048843,204.451655,1.279054867,0.623495059,42345,231.0588829,0.779966518,0.990223167,0.943314107,0.883573871,0.006236553,0.002344746,0.780702785,0.998561697
41942,748.883,257.1582005,207.9702443,1.236514394,0.588187053,42395,231.0891884,0.750438361,0.989314778,0.939790512,0.898626557,0.006131281,0.002466312,0.807529689,0.998522084
41949,744.319,267.657979,199.8148237,1.339530141,0.665351284,42263,231.1084716,0.738642767,0.992570333,0.951509801,0.863446973,0.006380557,0.002187666,0.745540674,0.998674205
41974,754.72,285.4805882,187.5134589,1.522453854,0.754034897,42324,231.1773273,0.803084223,0.99173046,0.926016029,0.809783,0.006801367,0.001804058,0.655748508,0.998346843
41980,734.386,253.3075393,211.1406618,1.199709886,0.55246688,42277,231.1938496,0.772941523,0.992974904,0.978145633,0.912700231,0.006034005,0.002582843,0.833021711,0.999384382
41986,744.924,261.5609811,204.7816195,1.277267861,0.622120969,42345,231.2103707,0.756913647,0.991522021,0.950802757,0.88396354,0.006229719,0.002346311,0.781391539,0.9980463
41998,743.151,252.0846041,212.2600879,1.187621312,0.539447488,42377,231.2434094,0.789258062,0.991056469,0.955618041,0.917324603,0.0060023,0.00262174,0.841484428,0.99936484
42008,738.016,248.3602737,215.6622865,1.151616621,0.495961458,42361,231.2709381,0.784682918,0.991666863,0.969193102,0.931191348,0.005912214,0.002742115,0.867117327,0.998586726
42013,735.014,248.4591518,215.5920268,1.152450559,0.497059983,42301,231.2847012,0.788443494,0.99319165,0.977242476,0.93087616,0.005913864,0.002739168,0.866530425,0.998633473
42018,742.118,252.8851414,211.9111119,1.193354794,0.545710531,42387,231.2984634,0.806797235,0.991294501,0.958736606,0.914638409,0.006018495,0.002598157,0.83656342,0.998316968
42024,734.883,250.7946761,213.5640184,1.174330198,0.524274617,42312,231.3149771,0.788738739,0.99319342,0.97784687,0.9223281,0.005967892,0.00266405,0.850689124,0.998989928
42027,741.939,262.0208666,204.6762773,1.280172134,0.624349713,42388,231.3232335,0.762463716,0.991483439,0.959404726,0.882842792,0.006234584,0.002336258,0.779411396,0.99778075
42030,745.326,256.8478441,208.924403,1.22938173,0.581680997,42433,231.3314896,0.778765981,0.990502675,0.950772718,0.900655758,0.00611106,0.002480457,0.811180794,0.997250847
42033,746.014,263.0004945,203.8110672,1.290413215,0.632027981,42415,231.3397454,0.758170996,0.990993752,0.949087594,0.87961715,0.006257,0.002310578,0.77372633,0.998426682
42041,761.435,274.3009697,195.3078848,1.404454152,0.702158783,42564,231.3617594,0.777759278,0.987712621,0.911207384,0.843459502,0.006524606,0.002037,0.711423932,0.999162295
42050,776.18,265.7364381,201.8053665,1.316795696,0.65060157,42638,231.3865226,0.770329932,0.986209484,0.877103751,0.870736901,0.006319535,0.002240849,0.758182751,0.998371784
42051,755.763,263.2800826,203.5749312,1.293283417,0.634130891,42564,231.3892739,0.763453159,0.987947561,0.925155936,0.878871169,0.006260971,0.002304211,0.772414532,0.998950905
42054,749.694,262.2997011,204.3352616,1.28367321,0.62700595,42405,231.3975277,0.773677239,0.991722674,0.940262475,0.882187538,0.006237212,0.002330311,0.778254853,0.999024905
42057,752.331,257.0122847,208.6563418,1.231749212,0.583861092,42501,231.4057811,0.760579427,0.989553187,0.933749193,0.900368562,0.006111047,0.002477289,0.810663547,0.998534186
42066,762.413,268.6155167,199.7605246,1.344687681,0.668550096,42525,231.4305397,0.727282158,0.989206349,0.909411613,0.861568023,0.006385573,0.002170391,0.742299458,0.998160937
42073,753.785,257.1541534,208.5139395,1.233270802,0.585251365,42548,231.4497945,0.779620502,0.988836138,0.930504253,0.900042995,0.006112095,0.002474132,0.810077393,0.999044797
42078,750.704,277.2469395,193.7473537,1.43097149,0.71529176,42434,231.4635469,0.749118747,0.991610501,0.938269272,0.834864209,0.006588881,0.001974489,0.696998248,0.997384621
42083,747.056,251.0090151,213.8000375,1.174036347,0.523928276,42492,231.4772986,0.752664902,0.990374659,0.947567681,0.922187191,0.005964618,0.002660962,0.850429216,0.99843481
42094,743.573,267.0707579,201.0317021,1.328500704,0.65833137,42455,231.5075493,0.787569226,0.991496879,0.95671556,0.866839751,0.006344628,0.00220974,0.751411155,0.998250248
42101,761.563,272.6025663,196.9605551,1.384046497,0.691350982,42573,231.5267977,0.716807982,0.988913161,0.912201125,0.849319949,0.006474967,0.002078273,0.721344376,0.998374156
42120,742.557,254.8646481,210.6032648,1.210164754,0.563180704,42479,231.5790354,0.787260289,0.991548765,0.959927942,0.908635376,0.006050918,0.002544249,0.825618247,0.999134102
42122,748.798,251.2047805,214.1417033,1.173077344,0.522794555,42516,231.5845334,0.78474551,0.990732901,0.944038044,0.921895407,0.005963743,0.002657206,0.849891142,0.996988043
42142,741.324,260.5235817,206.1182438,1.263952074,0.611597283,42438,231.6395063,0.791488243,0.993025119,0.963626836,0.889130668,0.006182041,0.002383274,0.790553345,0.999221541
42143,746.003,268.700672,199.9897732,1.343572062,0.667862582,42468,231.6422546,0.803182771,0.992347179,0.95159941,0.8620829,0.006375927,0.002172297,0.743186927,0.998525192
42156,746.626,253.2988918,213.2475744,1.187816051,0.539662903,42571,231.6779796,0.754456296,0.99025158,0.950305058,0.91464269,0.006008608,0.002593938,0.83657125,0.993692758
42158,762.389,273.0256377,197.0926525,1.385265428,0.692014797,42624,231.6834753,0.735241284,0.989067192,0.911457915,0.848577728,0.006476247,0.002071427,0.72008416,0.997507693
42160,751.793,276.4470167,194.5797695,1.420738741,0.710339538,42462,231.6889708,0.77877937,0.992887758,0.937376175,0.838095392,0.006557092,0.00199556,0.702403886,0.997932412
42173,759.369,248.7060272,216.7652559,1.147351895,0.490267196,42736,231.7246886,0.744159373,0.986826095,0.919048927,0.931721242,0.005897281,0.00274142,0.868104474,0.996021313
42173,741.927,259.6267087,207.0376737,1.25400708,0.603393407,42526,231.7246886,0.799700394,0.991699196,0.9627688,0.89253024,0.00615623,0.00240983,0.796610229,0.998954868
42174,754.05,248.5527663,216.3593157,1.148796231,0.492210166,42734,231.7274359,0.785012285,0.98689568,0.932082532,0.932306807,0.005893507,0.002746559,0.869195982,0.998529068
42175,742.742,252.7310852,213.0457404,1.186276171,0.537954265,42638,231.7301832,0.745879315,0.989141142,0.960702652,0.916904159,0.005992438,0.002612637,0.840713237,0.99731808
42177,751.217,272.1183148,197.5316857,1.37759324,0.687796372,42504,231.7356776,0.730337662,0.992306606,0.939192757,0.851598974,0.006451818,0.00209316,0.725220812,0.999059288
42178,746.834,271.3366348,198.1780316,1.369155968,0.683044265,42484,231.7384248,0.745260182,0.992797288,0.950271456,0.854062427,0.006433132,0.002111352,0.729422629,0.998693345
42179,738.57,253.4488513,212.0788662,1.195068871,0.547551694,42529,231.7411719,0.788938144,0.991770321,0.971679,0.914350847,0.006008887,0.002590749,0.836037472,0.999122358
42192,758.318,245.2178698,219.319786,1.118083663,0.447293062,42784,231.7768817,0.774449339,0.986163052,0.92201343,0.945187567,0.005811952,0.002861368,0.893379536,0.998873065
42202,749.097,255.0776194,211.3144851,1.207099548,0.560089523,42655,231.804347,0.774036169,0.989379909,0.945076102,0.908760038,0.006044207,0.002542822,0.825844806,0.996876891
42209,749.314,262.250085,205.1999236,1.278022332,0.622702181,42613,231.8235707,0.76352158,0.990519325,0.944685465,0.883979011,0.006213132,0.002340228,0.781418892,0.998670794
42210,747.163,268.8365871,200.0457671,1.343875409,0.668049763,42536,231.8263168,0.770536692,0.992335904,0.950155096,0.862331721,0.006369026,0.002172452,0.743615997,0.999327252
42218,741.094,249.391578,215.7686594,1.155828556,0.501461059,42547,231.8482847,0.77420183,0.992267375,0.965963964,0.92965563,0.005907233,0.002721776,0.864259591,0.998935915
42219,740.738,263.2039537,204.6313396,1.286234818,0.62892866,42512,231.8510305,0.775628307,0.993107828,0.966915578,0.880879741,0.006234254,0.002315425,0.775949117,0.998052771
42223,736.821,250.6663218,215.0788966,1.16546219,0.513601753,42491,231.8620135,0.75175373,0.993692782,0.977315893,0.924982709,0.005936725,0.00268078,0.855593013,0.997161306
42230,759.426,282.1025031,190.8845728,1.477869578,0.736305093,42626,231.8812325,0.784652546,0.990709895,0.920152948,0.821975097,0.006680145,0.00188105,0.675643061,0.998512325
42247,743.56,265.9591606,202.5142908,1.31328589,0.648225026,42535,231.9279005,0.75867828,0.993229105,0.960226531,0.872043287,0.006295338,0.002245696,0.760459494,0.998700723
42248,739.448,257.281797,209.373689,1.228816277,0.581157219,42578,231.9306454,0.775420307,0.992249519,0.970958664,0.901465429,0.006089798,0.002480727,0.812639919,0.99858516
42277,743.905,269.4075425,200.0331477,1.346814494,0.669854098,42559,232.010233,0.794680451,0.993373904,0.960017325,0.86118685,0.006372438,0.002162096,0.741642791,0.99885526
42280,746.427,261.1940667,206.3100431,1.266026912,0.613270932,42627,232.0184647,0.781486821,0.991859619,0.953608606,0.888299139,0.006177722,0.002372712,0.789075361,0.998990642
